Type,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Stage,Age,uknown
apartment,"1,000 TND",Aouina inLa Marsa,70m²,6 Pieces,1 Room,1 Bathroom,New,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,4thstage,Less than 1 year,
apartment,"3,000 TND",Ain Zaghouan Nord inLa Marsa,140m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,700 TND",Hammamet Sud inHammamet,,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,
house,"1,200 TND",Djerba inDjerba,,6 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,1-5 years old,
apartment,750 TND,Nabeul inNabeul,100m²,2 Pieces,1 Room,1 Bathroom,New,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,6thstage,Less than 1 year,
house,850 TND,Nabeul inNabeul,140m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,"2,300 TND",Hammamet Nord inHammamet,130m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,3rdstage,1-5 years old,
house,"3,500 TND",Hammamet inHammamet,,10 Pieces,4 Rooms,3 Bathrooms,New,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,,,
house,,Carthage inCarthage,1200m²,,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,1 Piece
apartment,"1,400 TND",Aouina inLa Marsa,75m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,,1-5 years old,
house,"10,000 TND",Carthage inCarthage,400m²,7 Pieces,6 Rooms,5 Bathrooms,New,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
house,"7,000 TND",Gammarth Supérieur inLa Marsa,550m²,6 Pieces,5 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,,,
apartment,"1,100 TND",Aouina inLa Marsa,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,1ststage,1-5 years old,
apartment,,Hammamet inHammamet,,4 Pieces,1 Room,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,,,
apartment,"2,000 TND",Hammamet Nord inHammamet,100m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,4thstage,Less than 1 year,
apartment,,Cité Ennasr 2 inAriana Ville,100m²,,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,,1-5 years old,1 Piece
house,"3,600 TND",Les Jardins de Carthage inLe Kram,400m²,4 Pieces,4 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,,Less than 1 year,
house,"4,800 TND",Hammamet Nord inHammamet,300m²,,,,,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,,
house,"5,000 TND",Hammamet Sud inHammamet,500m²,5 Pieces,4 Rooms,4 Bathrooms,New,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,,,
house,"1,200 TND",Hammamet Nord inHammamet,60m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,,Less than 1 year,
house,"2,000 TND",El Menzah 9 inEl Menzah,350m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,,5-10 years old,
house,"3,500 TND",Hammamet inHammamet,300m²,4 Pieces,4 Rooms,1 Bathroom,New,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,
apartment,900 TND,Hammamet inHammamet,,4 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,,,
apartment,"1,400 TND",Hammamet inHammamet,,5 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,,,
house,"3,500 TND",Hammamet inHammamet,,11 Pieces,4 Rooms,5 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,,,
house,"3,000 TND",Hammamet Sud inHammamet,,7 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,,,
apartment,"1,600 TND",Hammamet Nord inHammamet,,5 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,,,
apartment,"2,500 TND",Les Berges Du Lac 2 inLa Marsa,150m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,700 TND",Ain Zaghouan Nord inLa Marsa,135m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,,,
house,,Les Berges Du Lac 2 inLa Marsa,600m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,,,
apartment,"1,600 TND",Avenue Khezama,132m²,6 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"4,800 TND",Cité Les Pins inLa Marsa,200m²,5 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,,1-5 years old,
apartment,"2,500 TND",La Marsa inLa Marsa,150m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,900 TND,Hammamet inHammamet,80m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"7,500 TND",La Soukra inLa Soukra,1100m²,,7 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,1 Piece
house,"7,500 TND",Gammarth Supérieur inLa Marsa,,,,,,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"3,500 TND",Les Jardins de Carthage inLe Kram,148m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"7,000 TND",Carthage inCarthage,,7 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,,,
house,"8,000 TND",Gammarth inLa Marsa,,5 Pieces,4 Rooms,5 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,,,
house,"5,100 TND",La Marsa inLa Marsa,,5 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,,,
house,900 TND,Sahloul inSousse Jaouhara,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,5-10 years old,
apartment,500 TND,La Manouba inLa Manouba,40m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,1ststage,1-5 years old,
apartment,,Les Berges Du Lac 1 inLa Marsa,,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,,,
apartment,750 TND,Sidi Bechir inTunis,87m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,1-5 years old,
apartment,,Msaken,80m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,,
apartment,"1,500 TND",El Menzah 9 inEl Menzah,180m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,,10-20 years old,
apartment,"1,500 TND",Les Jardins d'El Menzah 2 inAriana Ville,200m²,5 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,,5-10 years old,
apartment,"2,000 TND",La Marsa inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,Less than 1 year,
apartment,"1,650 TND",La Soukra inLa Soukra,160m²,,3 Rooms,,,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,700 TND",La Marsa inLa Marsa,110m²,,2 Rooms,,,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,,,
apartment,"4,000 TND",Sidi Bousaid inCarthage,150m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,,Carthage inCarthage,700m²,,5 Rooms,,,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,,,
house,"13,000 TND",Les Berges Du Lac 1 inLa Marsa,600m²,8 Pieces,6 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,5-10 years old,
house,"13,000 TND",Les Berges Du Lac 1 inLa Marsa,850m²,12 Pieces,11 Rooms,6 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"1,250 TND",Les Jardins de Carthage inLe Kram,82m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,,1-5 years old,
apartment,800 TND,Dar Fadhal inLa Soukra,,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,1ststage,,
apartment,"1,700 TND",Aouina inLa Marsa,150m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,,,
apartment,"4,000 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,Less than 1 year,
house,"1,800 TND",Hammamet inHammamet,200m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"2,700 TND",Les Berges Du Lac 2 inLa Marsa,134m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,,
apartment,"2,500 TND",Les Berges Du Lac 2 inLa Marsa,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,,,
apartment,"5,200 TND",Les Berges Du Lac 2 inLa Marsa,200m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,,,
house,"1,100 TND",Aouina inLa Marsa,76m²,2 Pieces,1 Room,1 Bathroom,New,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,3rdstage,Less than 1 year,
apartment,"3,400 TND",La Soukra inLa Soukra,170m²,4 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,5-10 years old,
apartment,"5,000 TND",Gammarth Supérieur inLa Marsa,346m²,3 Pieces,2 Rooms,3 Bathrooms,,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
house,"3,500 TND",Carthage inCarthage,300m²,3 Pieces,2 Rooms,1 Bathroom,,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,200 TND",Hammamet Nord inHammamet,,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,,,
apartment,"4,500 TND",Les Berges Du Lac 1 inLa Marsa,250m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,,,
apartment,"1,250 TND",Cité El Wafa inNabeul,104m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,4thstage,Less than 1 year,
apartment,"2,300 TND",Les Berges Du Lac 1 inLa Marsa,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,400 TND",La Soukra inLa Soukra,100m²,,2 Rooms,,,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,,Sidi Daoued inLa Marsa,390m²,6 Pieces,5 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,Less than 1 year,
apartment,"2,200 TND",Ain Zaghouan Nord inLa Marsa,130m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,3rdstage,Less than 1 year,
apartment,550 TND,Charguia 2 inLa Soukra,62m²,,1 Room,1 Bathroom,Good condition,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,3rdstage,5-10 years old,
apartment,700 TND,Cité Ennasr 1 inAriana Ville,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,,5-10 years old,
apartment,"1,900 TND",Les Jardins de Carthage inLe Kram,95m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,1ststage,Less than 1 year,
apartment,"1,600 TND",Aouina inLa Marsa,65m²,7 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,3rdstage,Less than 1 year,
apartment,"4,000 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,1ststage,1-5 years old,
apartment,"4,000 TND",La Marsa inLa Marsa,,3 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,10-20 years old,
apartment,530 TND,El Hrairia inEl Hrairia,70m²,,2 Rooms,1 Bathroom,Good condition,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,1ststage,5-10 years old,1 Piece
house,"4,000 TND",Kélibia,300m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,,,
apartment,650 TND,République inTunis,68m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,17thstage,10-20 years old,
house,"4,501 TND",Sahloul inSousse Jaouhara,800m²,14 Pieces,6 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
house,750 TND,Ain Zaghouan Nord inLa Marsa,50m²,,1 Room,1 Bathroom,New,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,1 Piece
apartment,"1,550 TND",Centre Urbain Nord inCité El Khadra,125m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,,1-5 years old,
house,"8,000 TND",Gammarth Supérieur inLa Marsa,1000m²,7 Pieces,6 Rooms,6 Bathrooms,,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"3,500 TND",Les Berges Du Lac 1 inLa Marsa,190m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,
apartment,,Bab Bhar inTunis,100m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,2ndstage,,
apartment,,Bab Bhar inTunis,100m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,2ndstage,,
apartment,"1,100 TND",Chotrana 1 inLa Soukra,90m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,,,
house,"11,000 TND",Carthage inCarthage,,2 Pieces,3 Rooms,5 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,,,
apartment,"3,800 TND",Gammarth inLa Marsa,,2 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,,,
apartment,850 TND,Les Jardins d'El Menzah 2 inAriana Ville,60m²,,1 Room,1 Bathroom,New,,,,,,,,,,,,,,,,,,,,,,,,4thstage,5-10 years old,
house,"6,500 TND",Gammarth Supérieur inLa Marsa,421m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,,
house,,Tezdaine,,5 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,,,
apartment,"1,800 TND",La Soukra inLa Soukra,120m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,,,
apartment,"1,200 TND",Cité Ennasr 1 inAriana Ville,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"7,500 TND",Carthage inCarthage,,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,,Less than 1 year,
house,"6,500 TND",Les Berges Du Lac 1 inLa Marsa,250m²,6 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,,5-10 years old,
apartment,"1,400 TND",La Soukra inLa Soukra,90m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
house,"2,200 TND",Houmt Souk inHoumt Souk,200m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"2,000 TND",Chotrana 1 inLa Soukra,140m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,2ndstage,1-5 years old,
house,"9,500 TND",La Marsa inLa Marsa,325m²,6 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,
house,"8,000 TND",Carthage inCarthage,600m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,yes,,,
apartment,730 TND,La Manouba inLa Manouba,84m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,1ststage,,
apartment,"3,000 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,3 Bathrooms,New,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,2ndstage,Less than 1 year,
apartment,"4,500 TND",Gammarth inLa Marsa,200m²,2 Pieces,4 Rooms,2 Bathrooms,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,,,
house,"6,500 TND",Les Jardins de Carthage inLe Kram,600m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,,1-5 years old,
house,"2,000 TND",Hammamet inHammamet,250m²,5 Pieces,4 Rooms,2 Bathrooms,New,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,,,
house,850 TND,Cité El Wafa inNabeul,135m²,3 Pieces,2 Rooms,2 Bathrooms,New,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,900 TND,Hammamet inHammamet,,4 Pieces,1 Room,1 Bathroom,Good condition,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,,,
apartment,"3,500 TND",Sidi Bousaid inCarthage,100m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,,1-5 years old,
apartment,"1,500 TND",Bab Souika inTunis,75m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"3,800 TND",La Marsa inLa Marsa,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,,1-5 years old,
apartment,"4,000 TND",Carthage inCarthage,200m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,,1-5 years old,
house,,Hammamet Sud inHammamet,,7 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,,,
house,"3,700 TND",El Kantaoui inHammam Sousse,850m²,4 Pieces,4 Rooms,2 Bathrooms,Good condition,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,400 TND",Hammamet inHammamet,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"11,000 TND",Les Berges Du Lac 2 inLa Marsa,700m²,6 Pieces,5 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,,Cité Ennasr 2 inAriana Ville,300m²,7 Pieces,6 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
